Name,metabolite class,Time,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
LacCer(d18:1/24:0),Sphingolipid,8.43,-1.784428785,13.20693892,0.235563221,0.020700551,974.412,870.588,973.7429424,402,0,0.219892073,-0.393566515,0.393566515,0.219892073,0.514705882,0.911764706,1.352941176,1.770948286,1195.758382,49.61825187,42.86480489,42.86480489,33.08535508,27.93046589,27.93046589,20.07602123,20.07602123,13.97404471,13.97404471,9.409879483,9.409879483,-1.27,2.80E+14,62.84724409,41.2298589,27.525654,411.899353,65.11645958,48.8317311,12.58005346,5.907179729,0,0,4.794537184,0,0,0,218.6241633,19.26246487,6.420821623,31.96645311,64.59420816,5.907179729,0,5.316788604,0,305.7130014,19.82064589,12.15204021,0,0,5.316788604,0,0,0,140.1376366,23.741989,0,232.1554096,12.15204021,0,0,0,227.86,86.77135571,45.64675634,0,18.93488332,6.420821623,38.52492974,166.9413622,6.076020107,6.076020107,19.164263,18.94745182,0,0,0,0,0,0,0,0,0,152.6666667,0.944444444,68,9,14,0,2,2,0,0,0,13,9,14,44,0,2,2,2,8.3322,267.7561
Sphingomyelin SM(d18:1/24:0),Sphingolipid,8.47,-4.581507532,12.87216633,0.002176731,0.027442824,815.259,719.499,814.6927754,334,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.607142857,0.964285714,1.339285714,4.260971589,926.8410352,41.43053562,37.85523422,38.74966141,27.00414906,24.05077727,25.51137076,17.82816284,19.23898781,10.99734856,11.96144948,7.153644939,7.876613076,-0.76,4.22E+11,55.24,39.68776171,41.40132912,347.8833433,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,218.6241633,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,244.3012168,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,232.1554096,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,173.3621838,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.21762426,89.42126462,0.936170213,56,2,8,0,0,0,0,0,0,6,2,9,44,0,0,0,0,12.8993,237.8134
Ceramide Cer(d18:1/24:1(15Z)),Sphingolipid,8.51,-0.834989261,12.34541147,0.064667707,0.046399701,648.114,566.466,647.6216455,272,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.5,0.826086957,1.195652174,3.547341524,661.275382,33.60210849,31.10130088,31.10130088,22.65059567,20.55131938,20.55131938,14.05514408,14.05514408,9.428576878,9.428576878,6.231105765,6.231105765,-1.13,6909694985,44.87,38.31926066,34.21129377,287.6225234,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,192.2512738,44.94575136,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,231.4595735,6.606881965,24.30408043,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,219.3137663,24.30408043,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,173.3621838,6.076020107,6.076020107,31.31630322,0,0,0,0,0,0,0,0,0,0,87.33333333,0.880952381,46,3,4,0,0,0,0,0,0,3,3,4,37,0,0,0,0,12.4598,202.3953
Ceramide Cer(d18:1/22:0),Sphingolipid,8.52,-0.831699966,12.33060091,0.061261774,0.048128024,622.076,542.444,621.6059954,262,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.522727273,0.840909091,1.181818182,3.538487518,593.1703648,32.18789493,29.94660034,29.94660034,21.65059567,19.90148947,19.90148947,13.71349607,13.71349607,9.270328587,9.270328587,6.178132891,6.178132891,-0.87,2611262667,43.13,36.59662393,32.521185,275.5822422,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,205.7825201,19.26246487,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,231.4595735,6.606881965,12.15204021,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,219.3137663,12.15204021,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,173.3621838,6.076020107,6.076020107,19.164263,0,0,0,0,0,0,0,0,0,0,83.33333333,0.925,44,3,4,0,0,0,0,0,0,3,3,4,36,0,0,0,0,11.9036,193.2553
beta-Carotene,Vitamin,8.59,0.291132424,2.372446066,0.291132424,0.243512702,536.888,480.44,536.4382018,216,0,-0.010398602,-0.06957435,0.06957435,0.010398602,0.5,0.825,1.175,1.885637979,1116.383091,29.76093778,27.32554446,27.32554446,18.81420482,15.30096491,15.30096491,13.27541894,13.27541894,8.376528939,8.376528939,5.790498097,5.790498097,-2.86,240732069,33.34700376,15.8033283,11.3240543,247.3746978,0,0,0,0,0,0,0,0,0,0,146.1978575,102.0435429,0,0,0,0,0,0,10.82998094,107.7623017,0,129.6491177,0,0,0,0,0,0,0,0,10.82998094,107.7623017,129.6491177,0,0,0,0,0,0,0,0,10.82998094,0,71.96355692,11.14620906,0,154.3016535,0,0,0,0,0,0,0,0,0,0,72.83333333,0.45,40,0,0,2,0,2,0,0,0,0,0,0,10,0,0,0,2,12.6058,181.392
Ceramide Cer(d18:1/23:0),Sphingolipid,8.79,-0.83188616,12.34022665,0.060858835,0.046967623,636.103,554.455,635.6216455,268,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.511111111,0.822222222,1.155555556,3.523694314,607.5646003,32.89500171,30.65370712,30.65370712,22.15059567,20.40148947,20.40148947,14.06704946,14.06704946,9.520328587,9.520328587,6.354909586,6.354909586,-0.87,4248023812,44.13,37.58648465,34.28703794,281.9471844,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,212.2033417,19.26246487,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,237.8803952,6.606881965,12.15204021,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,225.734588,12.15204021,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,179.7830054,6.076020107,6.076020107,19.164263,0,0,0,0,0,0,0,0,0,0,84.83333333,0.926829268,45,3,4,0,0,0,0,0,0,3,3,4,37,0,0,0,0,12.2937,197.8723
Ceramide Cer(d18:1/24:0),Sphingolipid,9.06,-0.832061009,12.3490947,0.06049236,0.046026039,650.13,566.466,649.6372955,274,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.5,0.804347826,1.130434783,3.509316971,622.0111989,33.60210849,31.3608139,31.3608139,22.65059567,20.90148947,20.90148947,14.42060285,14.42060285,9.770328587,9.770328587,6.531686282,6.531686282,-0.87,6909694985,45.13,38.57677647,34.46414405,288.3121265,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,218.6241633,19.26246487,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,244.3012168,6.606881965,12.15204021,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,232.1554096,12.15204021,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,186.2038271,6.076020107,6.076020107,19.164263,0,0,0,0,0,0,0,0,0,0,86.33333333,0.928571429,46,3,4,0,0,0,0,0,0,3,3,4,38,0,0,0,0,12.6838,202.4893
DG(19:0/0:0/19:0),Diglyceride,9.25,-0.954176205,11.96865807,0.107125263,0.053051694,653.086,572.446,652.6005757,274,0,0.305374843,-0.462775683,0.462775683,0.305374843,0.369565217,0.565217391,0.782608696,3.36367568,569.9741455,33.60210849,31.11340115,31.11340115,22.59575411,20.58986266,20.58986266,14.12645063,14.12645063,9.342323863,9.342323863,6.205598543,6.205598543,-1.1,6564310597,44.9,38.34897262,37.35877749,286.681304,14.5802533,19.31773032,0,0,0,11.93861058,9.589074368,0,0,0,206.4721231,12.84164325,12.84164325,0,24.16932767,11.93861058,0,0,0,238.259376,13.21376393,0,0,0,0,0,0,0,36.36286829,19.06280028,0,232.1554096,0,0,0,0,72.83,6.103966388,14.69560176,0,25.1523745,12.84164325,25.68328649,179.7830054,0,0,13.8474744,9.473725908,0,0,0,0,0,0,0,0,0,89.66666667,0.951219512,46,1,5,0,0,0,0,0,0,5,1,5,38,0,0,0,0,12.7369,196.2508
Ceramide Cer(d18:1/25:0),Sphingolipid,9.3,-0.832225479,12.35729115,0.060157637,0.045261645,664.157,578.477,663.6529456,280,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.489361702,0.787234043,1.106382979,3.495391189,636.5092543,34.30921527,32.06792068,32.06792068,23.15059567,21.40148947,21.40148947,14.77415624,14.77415624,10.02032859,10.02032859,6.708462977,6.708462977,-0.87,11237496090,46.13,39.56747247,36.24036194,294.6770686,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,225.0449849,19.26246487,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,250.7220384,6.606881965,12.15204021,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,238.5762312,12.15204021,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,192.6246487,6.076020107,6.076020107,19.164263,0,0,0,0,0,0,0,0,0,0,87.83333333,0.930232558,47,3,4,0,0,0,0,0,0,3,3,4,39,0,0,0,0,13.0739,207.1063
TG(14:1(9Z)/14:1(9Z)/16:0)[iso3],Triglyceride,9.58,-0.771369242,12.67999251,0.074442111,0.026818802,747.199,660.511,746.6424405,310,0,0.305807172,-0.461579896,0.461579896,0.305807172,0.358490566,0.641509434,1,4.360435943,865.1039554,38.71499267,35.29208521,35.29208521,26.02760577,22.83593433,22.83593433,15.31068442,15.31068442,9.928398763,9.928398763,6.403266866,6.403266866,-2.11,1.79E+11,50.89,42.62912755,40.90308305,327.9725842,14.21058886,13.21376393,6.103966388,0,0,17.90791586,14.38361155,0,0,0,186.3333677,57.78739461,19.26246487,0,28.59420041,17.90791586,0,0,0,245.1831132,13.21376393,24.30408043,0,0,0,0,0,0,37.22564618,28.59420041,0,239.0791468,24.30408043,0,0,0,78.9,6.103966388,14.38361155,0,31.12167979,19.26246487,77.04985948,121.9956108,0,0,45.07529203,14.21058886,0,0,0,0,0,0,0,0,0,105.8333333,0.85106383,53,0,6,0,0,0,0,0,0,6,0,6,41,0,0,0,0,14.4201,224.078
Cholesterol ester CE(20:5),Sterol lipid,9.85,0.002949579,12.79401557,0.002949579,0.077647355,671.107,596.515,670.5688816,274,0,0.305576726,-0.46202077,0.46202077,0.305576726,0.795918367,1.448979592,2.102040816,1.131475175,1180.390506,35.11646264,32.64383027,32.64383027,23.68554295,20.82540643,20.82540643,17.2447198,17.2447198,13.46738108,13.46738108,10.73030035,10.73030035,-2.09,55713763975,39.69217329,20.07825391,11.19780619,302.6407128,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,133.2142138,136.2289199,12.84164325,0,9.531400138,5.969305288,0,0,46.33741722,169.6420004,0,72.40932571,0,0,0,0,0,0,12.07327168,9.531400138,46.33741722,163.538034,72.40932571,0,0,0,26.3,0,4.794537184,0,12.07327168,17.25080256,93.29483088,57.78739461,5.57310453,0,108.3786444,4.736862954,0,0,0,0,0,0,0,0,0,88.16666667,0.723404255,49,0,2,4,0,4,0,0,0,2,0,2,19,3,0,3,4,13.8613,211.236
TG(12:0/14:0/18:1(9Z))[iso6],Triglyceride,9.9,-0.763572505,12.67995666,0.068508968,0.026760753,749.215,660.511,748.6580905,312,0,0.305807172,-0.461579896,0.461579896,0.305807172,0.358490566,0.622641509,0.943396226,4.313625191,823.8602846,38.71499267,35.55159824,35.55159824,26.02760577,23.18610441,23.18610441,15.6761432,15.6761432,10.27015047,10.27015047,6.730720836,6.730720836,-1.85,1.79E+11,51.15,42.8855954,41.15825775,328.6621872,14.21058886,13.21376393,6.103966388,0,0,17.90791586,14.38361155,0,0,0,199.864614,44.94575136,19.26246487,0,28.59420041,17.90791586,0,0,0,258.0247564,13.21376393,12.15204021,0,0,0,0,0,0,37.22564618,28.59420041,0,251.92079,12.15204021,0,0,0,78.9,6.103966388,14.38361155,0,31.12167979,19.26246487,64.20821623,147.6788973,0,0,32.92325181,14.21058886,0,0,0,0,0,0,0,0,0,104.8333333,0.893617021,53,0,6,0,0,0,0,0,0,6,0,6,42,0,0,0,0,14.6441,224.172
Cholesterol ester CE(22:6),Sterol lipid,9.96,-0.022812643,12.79885598,0.022812643,0.093539041,697.145,620.537,696.5845317,284,0,0.305880538,-0.462012721,0.462012721,0.305880538,0.764705882,1.37254902,1.980392157,1.113213568,1256.556001,36.5306762,33.79853081,33.79853081,24.68554295,21.47523634,21.47523634,17.59827319,17.59827319,13.66965,13.66965,10.83825156,10.83825156,-2.35,1.47E+11,41.40645049,21.37587788,12.08394811,314.680994,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,145.366254,136.2289199,12.84164325,0,9.531400138,5.969305288,0,0,46.33741722,169.6420004,0,84.56136592,0,0,0,0,0,0,12.07327168,9.531400138,46.33741722,163.538034,84.56136592,0,0,0,26.3,0,4.794537184,0,12.07327168,17.25080256,93.29483088,57.78739461,5.57310453,0,120.5306846,4.736862954,0,0,0,0,0,0,0,0,0,92.16666667,0.693877551,51,0,2,4,0,4,0,0,0,2,0,2,20,3,0,3,4,14.4175,220.376
Cholesterol ester CE(18:3),Sterol lipid,10.07,0.043524271,12.79801781,0.043524271,0.07927074,647.085,572.493,646.5688816,266,0,0.305565169,-0.462020906,0.462020906,0.305565169,0.829787234,1.553191489,2.319148936,1.132472223,1061.841614,33.70224908,31.74864275,31.74864275,22.68554295,20.5257466,20.5257466,17.2447198,17.2447198,13.58971669,13.58971669,10.88587091,10.88587091,-1.57,21078847726,38.23546931,18.99010942,10.46408888,291.2900346,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,128.1725982,129.8080983,12.84164325,0,9.531400138,5.969305288,0,0,46.33741722,182.4836437,0,48.10524528,0,0,0,0,0,0,12.07327168,9.531400138,46.33741722,176.3796773,48.10524528,0,0,0,26.3,0,4.794537184,0,12.07327168,17.25080256,80.45318764,83.4706811,5.57310453,0,84.07456395,4.736862954,0,0,0,0,0,0,0,0,0,83.16666667,0.8,47,0,2,4,0,4,0,0,0,2,0,2,19,3,0,3,4,13.5291,202.19
PC(23:0/23:0),Glycerophospholipid,10.09,-4.624428624,12.76535093,0.025165064,0.025660653,930.431,821.567,929.781256,382,0,0.305765804,-0.756117339,0.756117339,0.305765804,0.421875,0.703125,1,4.144707987,1052.782,47.08738987,43.26467572,44.15910291,30.98731231,27.74420647,29.20479995,20.32004379,21.73086876,12.62728492,13.59138584,8.306294109,9.034927668,-0.99,2.00E+13,63.01,47.09161947,50.42301531,397.1720578,27.89766269,19.75852033,6.103966388,0,7.822697123,11.93861058,14.15412265,0,0,0,257.8386961,12.84164325,12.84164325,27.74989791,42.05178534,19.7613077,0,0,0,289.625949,47.50841825,0,0,0,4.893411603,0,0,7.822697123,70.03402607,32.67534288,0,283.5219826,0,0,0,0,111.19,26.50285076,19.04753426,0,32.02471246,17.44860889,32.10410811,218.3079352,0,21.14301595,13.8474744,18.52122023,0,0,0,0,0,0,0,0,23.10101636,104.8712059,0.962962963,64,0,9,0,0,0,0,0,0,8,0,10,52,0,0,0,0,16.0732,268.5109
Cholesterol ester CE(20:4),Sterol lipid,10.17,0.006222892,12.79694382,0.006222892,0.07307462,673.123,596.515,672.5845317,276,0,0.305576726,-0.46202077,0.46202077,0.305576726,0.795918367,1.469387755,2.142857143,1.126951594,1136.735657,35.11646264,32.90334329,32.90334329,23.68554295,21.17557651,21.17557651,17.62514664,17.62514664,13.76719083,13.76719083,10.922656,10.922656,-1.83,55713763975,39.94821911,20.27092037,11.3286234,303.3303158,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,133.9038168,136.2289199,12.84164325,0,9.531400138,5.969305288,0,0,46.33741722,182.4836437,0,60.25728549,0,0,0,0,0,0,12.07327168,9.531400138,46.33741722,176.3796773,60.25728549,0,0,0,26.3,0,4.794537184,0,12.07327168,17.25080256,80.45318764,83.4706811,5.57310453,0,96.22660416,4.736862954,0,0,0,0,0,0,0,0,0,87.16666667,0.765957447,49,0,2,4,0,4,0,0,0,2,0,2,20,3,0,3,4,14.0853,211.33
TG(15:0/15:0/15:0),Triglyceride,10.37,-0.757711664,12.71617706,0.06234354,0.034913887,765.258,672.522,764.6893907,320,0,0.305807172,-0.461579896,0.461579896,0.305807172,0.296296296,0.5,0.740740741,4.317742573,754.0837658,39.42209945,36.51821804,36.51821804,26.52760577,24.0362745,24.0362745,16.39515536,16.39515536,10.86190218,10.86190218,7.208078047,7.208078047,-1.59,2.92E+11,52.41,44.12894522,41.57085467,335.7167324,14.21058886,13.21376393,6.103966388,0,0,17.90791586,14.38361155,0,0,0,232.6583252,19.26246487,19.26246487,0,28.59420041,17.90791586,0,0,0,277.2872213,13.21376393,0,0,0,0,0,0,0,37.22564618,28.59420041,0,271.1832549,0,0,0,0,78.9,6.103966388,14.38361155,0,31.12167979,19.26246487,57.78739461,173.3621838,0,0,20.7712116,14.21058886,0,0,0,0,0,0,0,0,0,105.3333333,0.9375,54,0,6,0,0,0,0,0,0,6,0,6,44,0,0,0,0,15.2582,228.883
Cholesterol ester CE(18:2),Sterol lipid,10.39,0.047699618,12.80170104,0.047699618,0.074571367,649.101,572.493,648.5845317,268,0,0.305565169,-0.462020906,0.462020906,0.305565169,0.829787234,1.553191489,2.29787234,1.127590045,1018.987987,33.70224908,32.00815578,32.00815578,22.68554295,20.87591668,20.87591668,17.62514664,17.62514664,13.88952644,13.88952644,11.07822656,11.07822656,-1.31,21078847726,38.49127688,19.1801946,10.59162325,291.9796377,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,128.8622012,129.8080983,12.84164325,0,9.531400138,5.969305288,0,0,46.33741722,195.3252869,0,35.95320506,0,0,0,0,0,0,12.07327168,9.531400138,46.33741722,189.2213205,35.95320506,0,0,0,26.3,0,4.794537184,0,12.07327168,17.25080256,67.61154439,109.1539676,5.57310453,0,71.92252373,4.736862954,0,0,0,0,0,0,0,0,0,82.16666667,0.844444444,47,0,2,4,0,4,0,0,0,2,0,2,20,3,0,3,4,13.7531,202.284
Cholesterol ester CE(20:3),Sterol lipid,10.46,0.040111781,12.82103679,0.040111781,0.068792463,675.139,596.515,674.6001817,278,0,0.305565169,-0.462020906,0.462020906,0.305565169,0.795918367,1.489795918,2.204081633,1.105036222,1093.372644,35.11646264,33.16285632,33.16285632,23.68554295,21.5257466,21.5257466,17.97870003,17.97870003,14.07835863,14.07835863,11.17246738,11.17246738,-1.57,55713763975,40.20430469,20.46402592,11.4600061,304.0199189,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,134.5934198,136.2289199,12.84164325,0,9.531400138,5.969305288,0,0,46.33741722,195.3252869,0,48.10524528,0,0,0,0,0,0,12.07327168,9.531400138,46.33741722,189.2213205,48.10524528,0,0,0,26.3,0,4.794537184,0,12.07327168,17.25080256,80.45318764,96.31232434,5.57310453,0,84.07456395,4.736862954,0,0,0,0,0,0,0,0,0,86.16666667,0.808510638,49,0,2,4,0,4,0,0,0,2,0,2,21,3,0,3,4,14.3093,211.424
"TG(16:0/16:0/18:2(9Z,12Z))[iso3]",Triglyceride,10.59,-0.769795688,12.77136695,0.070839324,0.026302784,831.361,732.577,830.7363409,346,0,0.305807172,-0.461579896,0.461579896,0.305807172,0.338983051,0.610169492,0.966101695,4.357076988,957.6713629,42.95763335,39.5347259,39.5347259,29.02760577,25.83593433,25.83593433,17.44391015,17.44391015,11.45898267,11.45898267,7.532068431,7.532068431,-2.11,3.30E+12,56.89,48.55539176,46.80231855,366.1622369,14.21058886,13.21376393,6.103966388,0,0,17.90791586,14.38361155,0,0,0,231.2791191,51.36657298,19.26246487,0,28.59420041,17.90791586,0,0,0,283.7080429,13.21376393,24.30408043,0,0,0,0,0,0,37.22564618,28.59420041,0,277.6040765,24.30408043,0,0,0,78.9,6.103966388,14.38361155,0,31.12167979,19.26246487,77.04985948,160.5205406,0,0,45.07529203,14.21058886,0,0,0,0,0,0,0,0,0,114.8333333,0.867924528,59,0,6,0,0,0,0,0,0,6,0,6,47,0,0,0,0,16.7607,251.78
Cholesterol ester CE(18:1),Sterol lipid,10.71,0.05413042,12.80721064,0.05413042,0.070172589,651.117,572.493,650.6001817,270,0,0.305565169,-0.462020906,0.462020906,0.305565169,0.808510638,1.489361702,2.191489362,1.117809083,976.4550328,33.70224908,32.2676688,32.2676688,22.68554295,21.22608677,21.22608677,17.97870003,17.97870003,14.20069425,14.20069425,11.33753914,11.33753914,-1.05,21078847726,38.74712784,19.37074358,10.71974229,292.6692407,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,135.9726259,123.3872767,12.84164325,0,9.531400138,5.969305288,0,0,46.33741722,208.1669302,0,23.80116485,0,0,0,0,0,0,12.07327168,9.531400138,46.33741722,202.0629638,23.80116485,0,0,0,26.3,0,4.794537184,0,12.07327168,17.25080256,61.19072277,128.4164325,5.57310453,0,59.77048352,4.736862954,0,0,0,0,0,0,0,0,0,81.16666667,0.888888889,47,0,2,4,0,4,0,0,0,2,0,2,21,3,0,3,4,13.9771,202.378
TG(17:0/17:0/17:0),Triglyceride,11.21,-0.75951296,12.79649187,0.061454014,0.034462183,849.42,744.588,848.783291,356,0,0.305807172,-0.461579896,0.461579896,0.305807172,0.266666667,0.45,0.666666667,4.303010868,841.4038266,43.66474014,40.76085873,40.76085873,29.52760577,27.0362745,27.0362745,18.5164757,18.5164757,12.36190218,12.36190218,8.268738219,8.268738219,-1.59,5.36E+12,58.41,50.05898907,47.45857879,373.9063851,14.21058886,13.21376393,6.103966388,0,0,17.90791586,14.38361155,0,0,0,271.1832549,19.26246487,19.26246487,0,28.59420041,17.90791586,0,0,0,315.812151,13.21376393,0,0,0,0,0,0,0,37.22564618,28.59420041,0,309.7081846,0,0,0,0,78.9,6.103966388,14.38361155,0,31.12167979,19.26246487,57.78739461,211.8871136,0,0,20.7712116,14.21058886,0,0,0,0,0,0,0,0,0,114.3333333,0.944444444,60,0,6,0,0,0,0,0,0,6,0,6,50,0,0,0,0,17.5988,256.585
TG(18:0/18:1(9Z)/18:1(9Z))[iso3],Triglyceride,11.37,-0.774353272,12.81782938,0.073042432,0.02620049,887.469,780.621,886.7989411,370,0,0.305807172,-0.461579896,0.461579896,0.305807172,0.301587302,0.523809524,0.793650794,4.360109661,1020.092625,45.78606048,42.36315302,42.36315302,31.02760577,27.83593433,27.83593433,18.84621833,18.84621833,12.42839876,12.42839876,8.197907272,8.197907272,-2.11,2.30E+13,60.89,52.5138951,50.74558024,391.6220054,14.21058886,13.21376393,6.103966388,0,0,17.90791586,14.38361155,0,0,0,237.6999407,70.62903785,19.26246487,0,28.59420041,17.90791586,0,0,0,309.3913294,13.21376393,24.30408043,0,0,0,0,0,0,37.22564618,28.59420041,0,303.287363,24.30408043,0,0,0,78.9,6.103966388,14.38361155,0,31.12167979,19.26246487,70.62903785,192.6246487,0,0,45.07529203,14.21058886,0,0,0,0,0,0,0,0,0,120.8333333,0.877192982,63,0,6,0,0,0,0,0,0,6,0,6,51,0,0,0,0,18.3211,270.248
