Name,metabolite class,Time,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
LPC(18:1/0:0),Lysophospholipid,2.05,-4.49083563,11.79165804,0.008617183,0.061664547,521.676,469.26,521.3481396,208,0,0.305374104,-0.756117796,0.756117796,0.305374104,0.885714286,1.428571429,2,3.592082184,592.7395983,26.41815651,22.7511034,23.64553059,16.55546065,13.44762455,14.90821803,10.26125908,11.67208405,5.515954896,6.480055812,3.290580681,4.025022844,-0.76,16294046.74,34.24,21.33708746,26.12229117,213.783242,28.26732713,25.86248672,0,0,7.822697123,5.969305288,9.359585469,0,0,0,70.4423504,32.10410811,6.420821623,27.74989791,37.6269126,13.79200241,0,0,0,102.9192063,47.50841825,12.15204021,0,0,4.893411603,0,0,7.822697123,69.17124818,23.14394275,0,96.81523992,12.15204021,0,0,0,105.12,26.50285076,19.35952447,0,13.21376393,17.44860889,32.10410811,51.36657298,0,21.14301595,23.59952458,9.260610116,0,0,0,0,0,0,0,0,21.64369894,60.16185661,0.884615385,35,1,8,0,0,0,0,0,0,7,1,9,24,0,0,0,0,5.1358,138.8277
LPC(O-16:0/0:0),Lysophospholipid,2.13,-4.384117348,11.66874105,0.051585333,0.117864003,481.655,429.239,481.353225,194,0,0.267671582,-0.7561178,0.7561178,0.267671582,0.75,1.21875,1.6875,3.40170737,458.2606144,24.13369946,21.39526135,22.28968854,15.1616138,12.82466809,14.28526157,9.915066721,11.32589169,5.389011059,6.353111975,3.30723397,4.041676133,-0.01,4171908.013,31.99,20.37069494,24.62886603,197.5814387,28.26732713,19.25560476,0,0,7.822697123,0,4.565048285,0,0,0,90.3944183,6.420821623,6.606881965,34.35677988,32.83237542,7.822697123,0,0,0,102.9192063,54.11530021,0,0,0,4.893411603,0,0,7.822697123,69.80882485,18.34940556,0,96.81523992,0,0,0,0,88.05,13.92666351,14.56498728,0,19.82064589,17.63466923,12.84164325,77.04985948,0,21.14301595,6.9237372,13.78435728,0,0,0,0,0,0,0,0,21.78900731,48.84988158,1,32,1,7,0,0,0,0,0,0,6,1,8,24,0,0,0,0,5.053,129.5477
LPC(P-16:0/0:0),Lysophospholipid,2.14,-4.40213393,11.65475571,0.020015432,0.094059552,479.639,429.239,479.337575,192,0,0.267672305,-0.756117796,0.756117796,0.267672305,0.875,1.40625,1.9375,3.503675379,495.3713324,24.13369946,21.13574833,22.03017552,15.1616138,12.51327684,13.97387032,9.626838474,11.03766344,5.14195074,6.106051657,3.095086687,3.82952885,-0.43,4171908.013,31.57,19.98702553,24.21712824,196.8918357,28.26732713,25.86248672,0,0,7.822697123,0,4.565048285,0,0,0,77.55277505,18.91766335,0,34.01197836,32.83237542,7.822697123,0,0,0,96.49838469,47.50841825,12.33810056,0,0,4.893411603,0,0,7.822697123,63.20194289,18.34940556,0,90.3944183,12.33810056,0,0,0,88.05,13.92666351,14.56498728,0,19.82064589,11.02778726,12.84164325,70.62903785,6.262080448,27.21903605,6.9237372,13.78435728,0,0,0,0,0,0,0,0,21.72933921,49.90954968,0.916666667,32,1,7,0,0,0,0,0,0,6,1,8,23,0,0,0,0,5.1766,129.2037
LPC(17:0/0:0),Lysophospholipid,2.18,-4.485531774,11.78539665,0.005404224,0.084747998,509.665,457.249,509.3481396,204,0,0.305374104,-0.756117796,0.756117796,0.305374104,0.823529412,1.294117647,1.764705882,3.549351625,539.8474245,25.71104972,22.30350964,23.19793683,16.05546065,13.29779463,14.75838812,10.27316447,11.68398944,5.607706605,6.571807522,3.414384503,4.148826665,-0.5,9983594.7,33.5,20.66856273,24.61909263,208.1079029,28.26732713,25.86248672,0,0,7.822697123,5.969305288,9.359585469,0,0,0,90.3944183,6.420821623,6.420821623,27.74989791,37.6269126,13.79200241,0,0,0,109.3400279,47.50841825,0,0,0,4.893411603,0,0,7.822697123,69.17124818,23.14394275,0,103.2360615,0,0,0,0,105.12,20.53354548,19.35952447,0,19.18306922,17.44860889,19.26246487,70.62903785,0,21.14301595,11.44748436,9.260610116,0,0,0,0,0,0,0,0,21.64242086,57.6631347,0.96,34,1,8,0,0,0,0,0,0,7,1,9,24,0,0,0,0,4.9697,134.3047
Acylcarnitine (18:0) - Stearoylcarnitine,Acylcarnitine,2.33,-1.172940976,12.01220006,0.235994898,0.146734576,427.67,378.278,427.366159,178,0,0.305784613,-0.550018459,0.550018459,0.305784613,0.733333333,1.133333333,1.5,3.557815661,431.3547857,22.66707965,20.38547909,20.38547909,14.24220072,12.44077754,12.44077754,9.860646418,9.860646418,5.428261922,5.428261922,3.825757821,3.825757821,-1.1,1606863.968,28.9,18.65163755,21.60509213,185.6984901,19.12095839,6.544756406,6.103966388,0,0,5.969305288,4.794537184,0,0,0,96.81523992,6.420821623,18.81094853,21.14301595,23.91549557,11.93861058,0,0,0,122.1816712,27.68777235,0,0,0,5.106527395,0,0,0,50.21338018,14.32593732,0,116.0777048,0,0,0,0,66.43,12.07327168,14.69560176,0,12.39012691,17.44860889,19.26246487,77.04985948,0,21.14301595,6.9237372,4.736862954,0,0,0,0,0,0,0,0,0.545818794,65.12084787,0.92,30,0,5,0,0,0,0,0,0,4,0,5,21,0,0,0,0,5.0059,121.9494
Retinol,Vitamin,2.34,0.098498764,8.805606222,0.098498764,0.660593388,286.459,256.219,286.2296656,116,0,0.061749514,-0.392285587,0.392285587,0.061749514,1.19047619,1.904761905,2.523809524,2.77585316,495.931456,15.88046889,14.23974234,14.23974234,9.86420919,7.874958511,7.874958511,6.665291047,6.665291047,4.186854526,4.186854526,2.84439044,2.84439044,-1.34,29802.85627,17.7108647,8.187904107,5.887343019,130.0135386,5.106527395,0,0,0,0,0,0,0,0,0,67.02290863,51.02177147,0,6.606881965,5.106527395,0,0,0,5.414990469,53.88115087,6.606881965,58.74853876,0,0,0,0,0,0,11.71340936,0,5.414990469,53.88115087,58.74853876,0,0,0,20.23,0,0,0,6.606881965,5.414990469,5.57310453,35.98177846,6.076020107,19.07577741,45.92300912,5.106527395,0,0,0,0,0,0,0,0,0,41.91666667,0.5,21,1,1,1,0,1,0,0,0,1,1,1,5,0,0,0,1,5.5103,93.2118
LPC(0:0/18:0),Lysophospholipid,2.34,-4.50512365,11.98377887,0.006894104,0.074314573,523.692,469.26,523.3637897,210,0,0.305724197,-0.756117342,0.756117342,0.305724197,0.828571429,1.285714286,1.714285714,3.677102228,554.3086135,26.41815651,23.01061642,23.90504361,16.59346546,13.80285063,15.26344412,10.5843239,11.99514887,5.916252254,6.88035317,3.647647164,4.376280722,-0.5,16772536.72,34.5,21.57254992,24.95055357,214.472845,28.26732713,19.25560476,0,0,7.822697123,5.969305288,9.359585469,0,0,0,96.81523992,6.420821623,6.420821623,34.35677988,37.6269126,13.79200241,0,0,0,115.7608496,47.50841825,0,0,0,4.893411603,0,0,7.822697123,69.17124818,23.14394275,0,109.6568832,0,0,0,0,105.12,33.10973273,19.35952447,0,13.02770359,11.02778726,19.26246487,77.04985948,0,21.14301595,6.9237372,13.78435728,0,0,0,0,0,0,0,0,21.9259923,58.87956326,0.961538462,35,1,8,0,0,0,0,0,0,7,1,9,25,0,0,0,0,5.3598,138.9217
Acylcarnitine (20:1),Acylcarnitine,2.45,-1.17634691,12.03224217,0.240579533,0.093098239,453.708,402.3,453.3818091,188,0,0.305784613,-0.550018459,0.550018459,0.305784613,0.78125,1.25,1.71875,3.575637064,496.3750411,24.08129321,21.54017963,21.54017963,15.24220072,13.09060745,13.09060745,10.20229443,10.20229443,5.586510213,5.586510213,3.878730695,3.878730695,-1.36,4296388.881,30.64,20.26135379,23.30620537,197.7387713,19.12095839,6.544756406,6.103966388,0,0,5.969305288,4.794537184,0,0,0,83.28399364,32.10410811,18.81094853,21.14301595,23.91549557,11.93861058,0,0,0,122.1816712,27.68777235,12.15204021,0,0,5.106527395,0,0,0,50.21338018,14.32593732,0,116.0777048,12.15204021,0,0,0,66.43,12.07327168,14.69560176,0,12.39012691,17.44860889,19.26246487,77.04985948,0,21.14301595,19.07577741,4.736862954,0,0,0,0,0,0,0,0,0.541808449,69.12485822,0.851851852,32,0,5,0,0,0,0,0,0,4,0,5,22,0,0,0,0,5.5621,131.0894
LPC(18:0/0:0),Lysophospholipid,2.46,-4.486660283,11.80079027,0.005343869,0.074314573,523.692,469.26,523.3637897,210,0,0.305374104,-0.756117796,0.756117796,0.305374104,0.8,1.257142857,1.714285714,3.526124828,554.3086135,26.41815651,23.01061642,23.90504361,16.55546065,13.79779463,15.25838812,10.62671786,12.03754283,5.857706605,6.821807522,3.591161198,4.325603361,-0.5,16294046.74,34.5,21.57254992,26.37601666,214.472845,28.26732713,25.86248672,0,0,7.822697123,5.969305288,9.359585469,0,0,0,96.81523992,6.420821623,6.420821623,27.74989791,37.6269126,13.79200241,0,0,0,115.7608496,47.50841825,0,0,0,4.893411603,0,0,7.822697123,69.17124818,23.14394275,0,109.6568832,0,0,0,0,105.12,20.53354548,19.35952447,0,19.18306922,17.44860889,19.26246487,77.04985948,0,21.14301595,11.44748436,9.260610116,0,0,0,0,0,0,0,0,21.65847368,59.14708187,0.961538462,35,1,8,0,0,0,0,0,0,7,1,9,25,0,0,0,0,5.3598,138.9217
LPE(18:0/0:0),Lysophospholipid,2.52,-4.237123246,11.70701744,0.076770975,0.09691729,481.611,433.227,481.3168395,192,0,0.471818497,-0.462822914,0.471818497,0.462822914,0.8125,1.28125,1.75,3.414371708,479.2612541,23.91815651,20.1797184,21.07414559,15.40901404,12.56560018,14.0610453,8.422804285,9.876313608,5.223511048,6.207733561,3.33564105,4.106765473,-0.5,5753556.009,31.5,22.30004201,22.68532544,194.7481042,20.47046943,12.71084835,0,0,0,13.79200241,13.84203151,4.565048285,0,0,96.81523992,6.420821623,12.96557803,13.21376393,33.14388174,13.79200241,0,0,5.733667477,115.7608496,26.3654023,0,0,0,5.733667477,0,0,7.822697123,48.43861297,23.14394275,0,109.6568832,0,0,0,0,128.31,20.53354548,19.35952447,0,25.72782562,6.420821623,19.26246487,77.04985948,0,0,15.97123152,10.47053043,0,0,0,0,0,0,0,0,20.56520328,55.74035228,0.956521739,32,4,8,0,0,0,0,0,0,7,3,9,24,0,0,0,0,5.2443,127.2955
Monoglyceride MG(16:0),Monoglyceride,2.57,-0.95315299,11.34980958,0.103395062,0.306981173,330.509,292.205,330.2770097,138,0,0.305374101,-0.462823382,0.462823382,0.305374101,0.826086957,1.260869565,1.695652174,3.138965743,255.7541676,17.17551582,15.10198254,15.10198254,11.20190726,9.648506834,9.648506834,6.512051081,6.512051081,4.131911035,4.131911035,2.601117552,2.601117552,-0.61,97191.30958,22.39,17.73932331,17.57700327,142.1717439,14.94991774,12.71084835,0,0,0,5.969305288,4.794537184,0,0,0,83.97359667,6.420821623,6.420821623,6.606881965,19.74445493,5.969305288,0,0,0,102.9192063,13.21376393,0,0,0,0,0,0,0,35.50009039,9.531400138,0,96.81523992,0,0,0,0,66.76,6.103966388,4.794537184,0,19.18306922,6.420821623,12.84164325,70.62903785,0,0,6.9237372,14.94991774,0,0,0,0,0,0,0,0,0,51.5,0.947368421,23,2,4,0,0,0,0,0,0,4,2,4,17,0,0,0,0,4.3641,94.3636
Cholesterol sulfate ,Sterol lipid,2.62,-4.377885753,11.22619118,0.170923949,0.31775311,466.728,420.36,466.311681,184,0,0.397128704,-0.263520299,0.397128704,0.263520299,1.0625,1.8125,2.5,1.469826731,817.5129839,23.31119031,20.9771835,21.79368008,14.93814271,13.28992258,14.65507095,12.67850772,13.7264197,10.51756253,11.0329292,8.906153823,9.414358596,-0.39,10325407.29,24.72566361,8.9990319,4.597071404,196.4660035,0,0,0,0,0,10.39900058,4.552749874,4.183085433,8.417796984,0,65.5302755,97.7039902,0,6.103966388,17.15363229,10.39900058,0,0,46.33741722,111.3516902,0,11.64912464,0,0,0,0,0,0,19.07451325,14.58208601,46.33741722,105.2477239,11.64912464,0,0,0,63.6,16.50296697,8.417796984,0,5.414990469,24.17453976,42.43117348,50.51885589,0,0,40.69470611,8.735835306,0,-4.377885753,0,0,0,0,0,0,36.55047591,34.24407651,0.925925926,32,1,4,4,0,4,0,0,0,3,1,5,7,3,0,3,4,7.2158,129.4676
LPC(O-18:0/0:0),Lysophospholipid,2.7,-4.386470728,11.68723484,0.051713744,0.089615456,509.709,453.261,509.3845251,206,0,0.267671582,-0.7561178,0.7561178,0.267671582,0.705882353,1.147058824,1.588235294,3.365685037,486.4015228,25.54791302,22.80947491,23.7039021,16.1616138,13.82466809,15.28526157,10.6221735,12.03299847,5.889011059,6.853111975,3.660787361,4.395229524,-0.01,11123979.31,33.99,22.20773801,26.59224868,210.3113229,28.26732713,19.25560476,0,0,7.822697123,0,4.565048285,0,0,0,103.2360615,6.420821623,6.606881965,34.35677988,32.83237542,7.822697123,0,0,0,115.7608496,54.11530021,0,0,0,4.893411603,0,0,7.822697123,69.80882485,18.34940556,0,109.6568832,0,0,0,0,88.05,13.92666351,14.56498728,0,19.82064589,17.63466923,12.84164325,89.89150272,0,21.14301595,6.9237372,13.78435728,0,0,0,0,0,0,0,0,21.82252195,51.81636694,1,34,1,7,0,0,0,0,0,0,6,1,8,26,0,0,0,0,5.8332,138.7817
LPC(P-18:0/0:0),Lysophospholipid,2.7,-4.404487309,11.6732495,0.019722222,0.071021618,507.693,453.261,507.3688751,204,0,0.267672305,-0.756117796,0.756117796,0.267672305,0.823529412,1.323529412,1.823529412,3.45988124,523.9104539,25.54791302,22.54996189,23.44438908,16.1616138,13.51327684,14.97387032,10.33394526,11.74477023,5.64195074,6.606051657,3.448640077,4.18308224,-0.43,11123979.31,33.57,21.82064805,26.17958615,209.6217199,28.26732713,25.86248672,0,0,7.822697123,0,4.565048285,0,0,0,90.3944183,18.91766335,0,34.01197836,32.83237542,7.822697123,0,0,0,109.3400279,47.50841825,12.33810056,0,0,4.893411603,0,0,7.822697123,63.20194289,18.34940556,0,103.2360615,12.33810056,0,0,0,88.05,13.92666351,14.56498728,0,19.82064589,11.02778726,12.84164325,83.4706811,6.262080448,27.21903605,6.9237372,13.78435728,0,0,0,0,0,0,0,0,21.76285385,52.87603504,0.923076923,34,1,7,0,0,0,0,0,0,6,1,8,25,0,0,0,0,5.9568,138.4377
MG(18:1(9Z)/0:0/0:0)[rac],Monoglyceride,2.71,-0.960127133,11.37323318,0.110706305,0.207736941,356.547,316.227,356.2926598,148,0,0.305374101,-0.462823382,0.462823382,0.305374101,0.88,1.4,1.96,3.223926507,315.0179101,18.58972938,16.25668308,16.25668308,12.20190726,10.29833675,10.29833675,6.85369909,6.85369909,4.290159325,4.290159325,2.654090426,2.654090426,-0.87,260449.3252,24.13,19.45466769,19.30293558,154.2120251,14.94991774,12.71084835,0,0,0,5.969305288,4.794537184,0,0,0,70.4423504,32.10410811,6.420821623,6.606881965,19.74445493,5.969305288,0,0,0,102.9192063,13.21376393,12.15204021,0,0,0,0,0,0,35.50009039,9.531400138,0,96.81523992,12.15204021,0,0,0,66.76,6.103966388,4.794537184,0,19.18306922,6.420821623,25.68328649,57.78739461,0,0,19.07577741,14.94991774,0,0,0,0,0,0,0,0,0,55.5,0.857142857,25,2,4,0,0,0,0,0,0,4,2,4,18,0,0,0,0,4.9203,103.5036
LPE(P-18:0/0:0),Lysophospholipid,2.8,-4.154950272,11.40879372,0.007808642,0.093223463,465.612,417.228,465.3219249,186,0,0.471818496,-0.498738526,0.498738526,0.471818496,0.838709677,1.35483871,1.870967742,3.344393004,449.7826332,23.04791302,19.71906387,20.61349106,15.01516719,12.28108239,13.7765275,8.130031684,9.583541008,5.007755183,5.991977696,3.193119929,3.964244353,-0.43,3927939.119,30.57,22.75287538,24.05104657,189.8969791,20.47046943,12.71084835,0,0,0,7.822697123,9.047494323,4.565048285,0,0,90.3944183,18.91766335,6.544756406,19.47584438,28.34934456,7.822697123,0,0,5.733667477,109.3400279,26.3654023,12.33810056,0,0,5.733667477,0,0,7.822697123,42.46930768,18.34940556,0,103.2360615,12.33810056,0,0,0,111.24,13.92666351,14.56498728,0,26.3654023,0,12.84164325,83.4706811,6.262080448,6.076020107,15.97123152,10.47053043,0,0,0,0,0,0,0,0,20.63761604,49.50127285,0.913043478,31,4,7,0,0,0,0,0,0,6,3,8,24,0,0,0,0,5.8413,126.8115
PC(11:0/11:0),Glycerophospholipid,3.04,-4.593035347,12.41852653,0.027017469,0.042589575,593.783,533.303,593.4056545,238,0,0.305765804,-0.756117339,0.756117339,0.305765804,0.675,1.125,1.6,4.543181261,683.1100925,30.11682712,26.29411297,27.18854016,18.98731231,15.74420647,17.20479995,11.83476242,13.24558739,6.627284924,7.59138584,4.063653422,4.79228698,-0.99,170725440.9,39.01,24.59413617,27.19317795,244.413447,27.89766269,19.75852033,6.103966388,0,7.822697123,11.93861058,14.15412265,0,0,0,103.7389771,12.84164325,12.84164325,27.74989791,42.05178534,19.7613077,0,0,0,135.52623,47.50841825,0,0,0,4.893411603,0,0,7.822697123,70.03402607,32.67534288,0,129.4222636,0,0,0,0,111.19,26.50285076,19.04753426,0,32.02471246,17.44860889,38.52492974,57.78739461,0,21.14301595,13.8474744,18.52122023,0,0,0,0,0,0,0,0,22.65153752,69.3206847,0.933333333,40,0,9,0,0,0,0,0,0,8,0,10,28,0,0,0,0,6.7108,157.7029
LPC(20:0/0:0),Lysophospholipid,3.07,-4.488670268,11.82726318,0.00524198,0.056568921,551.746,493.282,551.3950898,222,0,0.305374104,-0.756117796,0.756117796,0.305374104,0.756756757,1.189189189,1.621621622,3.483832266,583.3681962,27.83237007,24.42482998,25.31925718,17.55546065,14.79779463,16.25838812,11.33382464,12.74464961,6.357706605,7.321807522,3.944714588,4.679156751,-0.5,43358188.6,36.5,23.39314879,28.33057778,227.2027292,28.26732713,25.86248672,0,0,7.822697123,5.969305288,9.359585469,0,0,0,109.6568832,6.420821623,6.420821623,27.74989791,37.6269126,13.79200241,0,0,0,128.6024928,47.50841825,0,0,0,4.893411603,0,0,7.822697123,69.17124818,23.14394275,0,122.4985264,0,0,0,0,105.12,20.53354548,19.35952447,0,19.18306922,17.44860889,19.26246487,89.89150272,0,21.14301595,11.44748436,9.260610116,0,0,0,0,0,0,0,0,21.68698428,62.11857127,0.964285714,37,1,8,0,0,0,0,0,0,7,1,9,27,0,0,0,0,6.14,148.1557
LPC(22:1/0:0),Lysophospholipid,3.13,-4.493680061,11.8427816,0.007794822,0.036279099,577.784,517.304,577.4107399,232,0,0.305374104,-0.756117796,0.756117796,0.305374104,0.794871795,1.282051282,1.794871795,3.50771949,651.7122777,29.24658363,25.57953052,26.47395771,18.55546065,15.44762455,16.90821803,11.67547265,13.08629762,6.515954896,7.480055812,3.997687463,4.732129626,-0.76,115236528.4,38.24,24.98939913,30.03471217,239.2430104,28.26732713,25.86248672,0,0,7.822697123,5.969305288,9.359585469,0,0,0,96.12563689,32.10410811,6.420821623,27.74989791,37.6269126,13.79200241,0,0,0,128.6024928,47.50841825,12.15204021,0,0,4.893411603,0,0,7.822697123,69.17124818,23.14394275,0,122.4985264,12.15204021,0,0,0,105.12,26.50285076,19.35952447,0,13.21376393,17.44860889,19.26246487,89.89150272,0,21.14301595,23.59952458,9.260610116,0,0,0,0,0,0,0,0,21.69982814,66.10572742,0.9,39,1,8,0,0,0,0,0,0,7,1,9,28,0,0,0,0,6.6962,157.2957
Sphingomyelin SM(d18:1/12:0),Sphingolipid,4.33,-4.566509588,12.67844492,0.001311981,0.033007266,646.935,575.367,646.5049746,262,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.772727273,1.227272727,1.704545455,4.574699218,743.2204908,32.94525424,29.36995285,30.26438004,21.00414906,18.05077727,19.51137076,13.58552216,14.99634713,7.997348561,8.961449478,5.032324595,5.755292732,-0.76,1230106789,43.24,28.4617737,29.92366767,271.504038,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,141.5743038,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,167.2513573,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,155.1055501,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,96.31232434,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.00322494,71.63566395,0.914285714,44,2,8,0,0,0,0,0,0,6,2,9,32,0,0,0,0,8.2181,182.4094
Cholesterol,Sterol lipid,4.63,-0.076591607,10.20983135,0.076591607,0.48831176,386.664,340.296,386.3548661,160,0,0.057740057,-0.392796685,0.392796685,0.057740057,1,1.785714286,2.535714286,1.489452513,591.0697059,20.10408353,19.34419034,19.34419034,13.2536913,12.62984502,12.62984502,12.18636677,12.18636677,10.27908128,10.27908128,8.666244579,8.666244579,-0.3,2160246.041,20.95200267,7.750696834,3.420973362,174.3090521,5.106527395,0,0,0,0,0,0,0,0,0,65.5302755,97.7039902,0,6.103966388,5.106527395,0,0,0,46.33741722,111.3516902,0,11.64912464,0,0,0,0,0,0,11.21049378,0,46.33741722,105.2477239,11.64912464,0,0,0,20.23,0,5.106527395,0,6.103966388,10.82998094,48.34907952,57.78739461,5.57310453,0,40.69470611,0,0,0,0,0,0,0,0,0,0,48,0.925925926,28,1,1,4,0,4,0,0,0,1,1,1,5,3,0,3,4,7.3887,119.0528
PG(15:0/15:0),Glycerophospholipid,4.89,-4.599433982,12.51394269,0.191180807,0.032928894,694.928,623.36,694.4784851,280,0,0.471907836,-0.461628173,0.471907836,0.461628173,0.553191489,0.914893617,1.319148936,4.348000169,766.0494375,34.85103164,30.01449639,30.90892358,22.73471255,18.99468696,20.49013208,12.96954105,14.42305037,8.261622575,9.212342101,5.287215764,6.076860184,-1.03,7199778574,45.97,33.46621152,33.25331115,286.2217621,24.5801923,12.71084835,6.103966388,0,0,19.7613077,18.63656869,4.565048285,0,0,155.1055501,12.84164325,12.84164325,19.82064589,47.78180928,19.7613077,0,0,0,192.9967694,26.42752786,0,0,0,0,0,0,7.822697123,65.6805376,32.67534288,0,180.7888366,0,0,0,0,148.82,51.78988637,24.15406165,0,19.44852521,12.84164325,38.52492974,102.733146,0,0,18.37122156,19.10400046,0,0,0,0,0,0,0,0,21.78027344,87.02528212,0.944444444,47,3,10,0,0,0,0,0,0,9,3,11,36,0,0,0,0,9.1106,187.0509
Sphingomyelin SM(d18:2/16:0),Sphingolipid,5.2,-4.57697433,12.76901135,0.001176409,0.029517925,701.027,623.411,700.5519248,284,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.708333333,1.1875,1.708333333,4.524138965,844.8229099,35.77368137,31.93886695,32.83329414,23.00414906,19.70060718,21.16120067,14.63427695,16.04510192,8.636594451,9.600695367,5.44688222,6.169850357,-1.02,8630718069,46.98,31.92582353,33.47574407,296.2742034,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,147.3055224,38.52492974,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,180.0930006,40.90153628,24.30408043,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,167.9471933,24.30408043,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,109.1539676,6.076020107,27.21903605,31.31630322,9.047494323,0,0,0,0,0,0,0,0,23.0878381,78.55105078,0.871794872,48,2,8,0,0,0,0,0,0,6,2,9,35,0,0,0,0,9.5545,200.7834
Acylcarnitine (26:0),Acylcarnitine,5.23,-1.170521277,12.09491079,0.235455641,0.05465666,539.886,474.366,539.4913596,226,0,0.305784613,-0.550018459,0.550018459,0.305784613,0.578947368,0.894736842,1.184210526,3.373537881,543.6028646,28.3239339,26.04233334,26.04233334,18.24220072,16.44077754,16.44077754,12.68907354,12.68907354,7.428261922,7.428261922,5.239971383,5.239971383,-1.1,81278299.82,36.9,26.13958489,29.45588605,236.618027,19.12095839,6.544756406,6.103966388,0,0,5.969305288,4.794537184,0,0,0,148.1818129,6.420821623,18.81094853,21.14301595,23.91549557,11.93861058,0,0,0,173.5482442,27.68777235,0,0,0,5.106527395,0,0,0,50.21338018,14.32593732,0,167.4442778,0,0,0,0,66.43,12.07327168,14.69560176,0,12.39012691,17.44860889,19.26246487,128.4164325,0,21.14301595,6.9237372,4.736862954,0,0,0,0,0,0,0,0,0.546296296,77.12037037,0.939393939,38,0,5,0,0,0,0,0,0,4,0,5,29,0,0,0,0,8.1267,158.8854
PC(14:0/20:4),Glycerophospholipid,5.4,-4.623659732,12.60025119,0.035696912,0.020438937,754.043,677.435,753.530855,302,0,0.305765804,-0.756117339,0.756117339,0.305765804,0.615384615,1.096153846,1.634615385,4.427515796,1033.491459,38.60210849,33.74134225,34.63576944,24.98731231,20.34352612,21.80411961,14.62441071,16.03523568,8.363387853,9.32748877,5.173412446,5.902046004,-2.03,59011731642,49.97,34.71979099,37.71819426,318.0343403,27.89766269,19.75852033,6.103966388,0,7.822697123,11.93861058,14.15412265,0,0,0,139.5054947,51.36657298,12.84164325,27.74989791,42.05178534,19.7613077,0,0,0,161.2095165,47.50841825,48.60816085,0,0,4.893411603,0,0,7.822697123,70.03402607,32.67534288,0,155.1055501,48.60816085,0,0,0,111.19,32.47215605,19.04753426,0,26.05540717,23.86943051,70.62903785,44.94575136,0,21.14301595,62.45563525,18.52122023,0,0,0,0,0,0,0,0,22.87210054,91.10012169,0.761904762,52,0,9,0,0,0,0,0,0,8,0,10,36,0,0,0,0,10.496,212.7309
